~id,preferred_id:String,~label
PHACTR1,id,Gene
SLC35A3,id,Gene
RORA,id,Gene
ZNF462,id,Gene
RNF135,id,Gene
STAG1,id,Gene
WDR26,id,Gene
AFF3,id,Gene
TOE1,id,Gene
NPRL3,id,Gene
NPRL2,id,Gene
TOGARAM1,id,Gene
BCL11B,id,Gene
MEIS2,id,Gene
STX1B,id,Gene
FGF13,id,Gene
KCNJ13,id,Gene
RD3,id,Gene
RDH12,id,Gene
CRX,id,Gene
NMNAT1,id,Gene
RPGRIP1,id,Gene
TUBB4B,id,Gene
USP45,id,Gene
CRB1,id,Gene
IQCB1,id,Gene
GDF6,id,Gene
AIPL1,id,Gene
TULP1,id,Gene
IMPDH1,id,Gene
SLC12A2,id,Gene
KMT2C,id,Gene
NDN,id,Gene
CDH15,id,Gene
TBL1XR1,id,Gene
SBF2,id,Gene
MTSS2,id,Gene
DHX30,id,Gene
KPTN,id,Gene
CARS2,id,Gene
KDM6A,id,Gene
GRIA2,id,Gene
TMEM138,id,Gene
ZNF423,id,Gene
TMEM216,id,Gene
CHD1,id,Gene
JAM2,id,Gene
TM4SF20,id,Gene
ATP2B1,id,Gene
NCAPD2,id,Gene
POU3F3,id,Gene
POLR2A,id,Gene
RIMS2,id,Gene
SIN3B,id,Gene
ZIC1,id,Gene
MID1,id,Gene
SRY,id,Gene
RBM12,id,Gene
DSG4,id,Gene
KRT86,id,Gene
KRT83,id,Gene
KRT81,id,Gene
CAT,id,Gene
GJA8,id,Gene
GJA5,id,Gene
FOXA2,id,Gene
DHCR24,id,Gene
GPSM2,id,Gene
H4C9,id,Gene
TAF2,id,Gene
DCC,id,Gene
GRIP1,id,Gene
AHI1,id,Gene
CEP120,id,Gene
CEP41,id,Gene
VPS33A,id,Gene
NOTCH2,id,Gene
ZNHIT3,id,Gene
RECQL4,id,Gene
PPP1CB,id,Gene
HBA1,id,Gene
HBA2,id,Gene
FLNA,id,Gene
KIAA0753,id,Gene
PDE6D,id,Gene
TCTN1,id,Gene
CPLANE1,id,Gene
ARL13B,id,Gene
CEP104,id,Gene
HYLS1,id,Gene
KATNIP,id,Gene
TMEM218,id,Gene
TCTN3,id,Gene
B9D2,id,Gene
PIBF1,id,Gene
ARMC9,id,Gene
CBY1,id,Gene
B9D1,id,Gene
ARL3,id,Gene
P4HB,id,Gene
TRMT1,id,Gene
COX7B,id,Gene
HCCS,id,Gene
IARS2,id,Gene
SUMF1,id,Gene
ZIC3,id,Gene
VSX1,id,Gene
FGFR2,id,Gene
PTCH2,id,Gene
IDS,id,Gene
ROGDI,id,Gene
DNAH1,id,Gene
ODAD3,id,Gene
HYDIN,id,Gene
DNAAF3,id,Gene
STK36,id,Gene
NME8,id,Gene
DRC1,id,Gene
TTC12,id,Gene
NEK10,id,Gene
FOXJ1,id,Gene
RSPH9,id,Gene
CCDC40,id,Gene
ZMYND10,id,Gene
DNAI2,id,Gene
NME5,id,Gene
SPAG1,id,Gene
DNAL1,id,Gene
RSPH1,id,Gene
ODAD4,id,Gene
CFAP221,id,Gene
DNAJB13,id,Gene
DNAAF2,id,Gene
DNAAF4,id,Gene
DNAAF11,id,Gene
DNAI1,id,Gene
RSPH4A,id,Gene
DNAAF5,id,Gene
RPGR,id,Gene
CFAP74,id,Gene
ODAD1,id,Gene
ODAD2,id,Gene
DNAH5,id,Gene
RSPH3,id,Gene
MCIDAS,id,Gene
CFAP298,id,Gene
SPEF2,id,Gene
CCNO,id,Gene
LRRC56,id,Gene
DNAAF6,id,Gene
DNAAF1,id,Gene
CFAP300,id,Gene
CCDC39,id,Gene
DNAH11,id,Gene
DNAH9,id,Gene
GAS2L2,id,Gene
L1CAM,id,Gene
RAC3,id,Gene
LAMB1,id,Gene
PRKAG2,id,Gene
CCL2,id,Gene
TBXT,id,Gene
VANGL2,id,Gene
OGDH,id,Gene
SALL1,id,Gene
SEC24D,id,Gene
ZPR1,id,Gene
RXYLT1,id,Gene
FTO,id,Gene
CYP26C1,id,Gene
PYCR1,id,Gene
TMEM107,id,Gene
TXNDC15,id,Gene
HDAC6,id,Gene
EML1,id,Gene
B3GLCT,id,Gene
ZEB2,id,Gene
NRAS,id,Gene
RAF1,id,Gene
FLVCR2,id,Gene
RBPJ,id,Gene
NOTCH1,id,Gene
ARHGAP31,id,Gene
DOCK6,id,Gene
EOGT,id,Gene
DLL4,id,Gene
MBTPS2,id,Gene
CCDC22,id,Gene
VPS35L,id,Gene
TBX15,id,Gene
SLC29A3,id,Gene
KIF7,id,Gene
ESAM,id,Gene
SF3B4,id,Gene
CCND2,id,Gene
PIK3R2,id,Gene
AKT3,id,Gene
SF3B2,id,Gene
FRAS1,id,Gene
SOX9,id,Gene
KIF26A,id,Gene
PLG,id,Gene
CPLX1,id,Gene
CTBP1,id,Gene
FGFRL1,id,Gene
HRAS,id,Gene
HNRNPU,id,Gene
MUSK,id,Gene
LMBR1,id,Gene
POLR3A,id,Gene
MAF,id,Gene
EPHB4,id,Gene
RASA1,id,Gene
TCOF1,id,Gene
CCDC88C,id,Gene
HES7,id,Gene
CEP83,id,Gene
GPC4,id,Gene
NKX3-2,id,Gene
WNT3,id,Gene
RSPO2,id,Gene
TBX4,id,Gene
ARSB,id,Gene
BLTP1,id,Gene
MAP2K1,id,Gene
MAP2K2,id,Gene
CENPF,id,Gene
SMOC1,id,Gene
WDR81,id,Gene
COL18A1,id,Gene
PTDSS1,id,Gene
SLC25A24,id,Gene
IFT43,id,Gene
MNX1,id,Gene
AMER1,id,Gene
B3GALT6,id,Gene
GUSB,id,Gene
MPDZ,id,Gene
CHST3,id,Gene
B3GAT3,id,Gene
CRTAP,id,Gene
DLG5,id,Gene
TRIM71,id,Gene
SPIN4,id,Gene
CFAP43,id,Gene
UBAP1,id,Gene
CPT1C,id,Gene
WASHC5,id,Gene
SLC33A1,id,Gene
BTNL2,id,Gene
VAMP1,id,Gene
PEX7,id,Gene
PHYH,id,Gene
CD59,id,Gene
TTR,id,Gene
RANBP2,id,Gene
GBE1,id,Gene
PMP22,id,Gene
EGR2,id,Gene
PRX,id,Gene
SLC12A6,id,Gene
SMARCC1,id,Gene
CMPK2,id,Gene
LMNB1,id,Gene
STAMBP,id,Gene
EXOSC2,id,Gene
COPB2,id,Gene
IGKC,id,Gene
IGHG2,id,Gene
IRF3,id,Gene
EIF2B5,id,Gene
DOCK11,id,Gene
CARD10,id,Gene
STING1,id,Gene
SLC22A4,id,Gene
CD244,id,Gene
NFKBIL1,id,Gene
C1QB,id,Gene
RIPK1,id,Gene
CCN6,id,Gene
CYBC1,id,Gene
GMPPA,id,Gene
AAAS,id,Gene
MRPS7,id,Gene
DCAF17,id,Gene
GLIS3,id,Gene
GRIN2B,id,Gene
MCM8,id,Gene
LRBA,id,Gene
FOXI1,id,Gene
TF,id,Gene
JAK1,id,Gene
LRP4,id,Gene
APC,id,Gene
ACP5,id,Gene
ATP11A,id,Gene
KAT6B,id,Gene
BMP4,id,Gene
BUB3,id,Gene
BUB1,id,Gene
CEP57,id,Gene
PTRH2,id,Gene
UBR7,id,Gene
SGPL1,id,Gene
IL6ST,id,Gene
GPR161,id,Gene
FUCA1,id,Gene
SAA1,id,Gene
PPP1R15B,id,Gene
MPI,id,Gene
LIFR,id,Gene
IL2RA,id,Gene
CRELD1,id,Gene
CHD6,id,Gene
AFF4,id,Gene
IGSF1,id,Gene
TRH,id,Gene
CBLB,id,Gene
ZFP57,id,Gene
HYMAI,id,Gene
PLAGL1,id,Gene
FUT8,id,Gene
PLAAT3,id,Gene
HSD17B3,id,Gene
POLR3GL,id,Gene
IPO8,id,Gene
TONSL,id,Gene
SPOP,id,Gene
ALX4,id,Gene
ITCH,id,Gene
DACT1,id,Gene
TRMT10A,id,Gene
ARL6IP6,id,Gene
MDM4,id,Gene
CD55,id,Gene
SKIC3,id,Gene
SKIC2,id,Gene
KEAP1,id,Gene
GATA6,id,Gene
ADAMTSL1,id,Gene
PLAA,id,Gene
YRDC,id,Gene
THRA,id,Gene
RBM28,id,Gene
PCSK1,id,Gene
HID1,id,Gene
POU3F4,id,Gene
ALB,id,Gene
IRS4,id,Gene
NIN,id,Gene
CPE,id,Gene
DIO1,id,Gene
PDHB,id,Gene
LIAS,id,Gene
PDP1,id,Gene
ANOS1,id,Gene
TTC7A,id,Gene
RNF43,id,Gene
PRDM10,id,Gene
CDH3,id,Gene
DNASE1L3,id,Gene
ARPC1B,id,Gene
BACH2,id,Gene
HLA-DPB1,id,Gene
PRTN3,id,Gene
HLA-DPA1,id,Gene
POLR3B,id,Gene
KIF4A,id,Gene
DLG1,id,Gene
CDH1,id,Gene
PDGFRA,id,Gene
DLX4,id,Gene
COBLL1,id,Gene
ARHGEF38,id,Gene
ARHGAP29,id,Gene
NUDT2,id,Gene
FBLN1,id,Gene
AMN,id,Gene
CAMK2G,id,Gene
NXN,id,Gene
VLDLR,id,Gene
SMAD6,id,Gene
CCDC28B,id,Gene
SELENOI,id,Gene
MN1,id,Gene
NEDD4L,id,Gene
PCYT2,id,Gene
GRM1,id,Gene
CWF19L1,id,Gene
FDXR,id,Gene
GAS2,id,Gene
TMEM94,id,Gene
RUBCN,id,Gene
RFC1,id,Gene
TNR,id,Gene
CUX1,id,Gene
SPTSSA,id,Gene
RAP1B,id,Gene
PURA,id,Gene
FTH1,id,Gene
INTS11,id,Gene
SET,id,Gene
MCM3AP,id,Gene
LMBRD2,id,Gene
RRP7A,id,Gene
EN1,id,Gene
AUH,id,Gene
KLHL15,id,Gene
FMN2,id,Gene
MRPS14,id,Gene
KCNK4,id,Gene
KIDINS220,id,Gene
ZBTB11,id,Gene
MRE11,id,Gene
ATP6V0C,id,Gene
CWC27,id,Gene
GRB10,id,Gene
TUBB,id,Gene
PAK1,id,Gene
COPB1,id,Gene
RBMX,id,Gene
POLR1D,id,Gene
FBXW7,id,Gene
OTOG,id,Gene
ERMARD,id,Gene
COG1,id,Gene
CEP63,id,Gene
WASHC4,id,Gene
PSMG2,id,Gene
ATP6V0A2,id,Gene
AGA,id,Gene
HS2ST1,id,Gene
HOXB1,id,Gene
THOC6,id,Gene
ZBTB18,id,Gene
SOBP,id,Gene
EZH2,id,Gene
DYNC2I2,id,Gene
MAPRE2,id,Gene
HNMT,id,Gene
HS6ST2,id,Gene
ZC4H2,id,Gene
SLC25A46,id,Gene
SPARC,id,Gene
MSL3,id,Gene
KCNQ5,id,Gene
TBC1D20,id,Gene
EFTUD2,id,Gene
LAGE3,id,Gene
WASF1,id,Gene
TRIT1,id,Gene
GOT2,id,Gene
KCNMA1,id,Gene
ACAD8,id,Gene
ACBD5,id,Gene
TECR,id,Gene
SLC44A1,id,Gene
GRID2,id,Gene
WDR73,id,Gene
SEMA6B,id,Gene
TMEM63C,id,Gene
DCPS,id,Gene
VPS37A,id,Gene
TAF8,id,Gene
MESD,id,Gene
DEGS1,id,Gene
EED,id,Gene
CERS1,id,Gene
DDX6,id,Gene
SPTBN2,id,Gene
TENM3,id,Gene
THUMPD1,id,Gene
SMG9,id,Gene
AP4B1,id,Gene
BRPF1,id,Gene
ZNF142,id,Gene
GLB1,id,Gene
NALCN,id,Gene
SLC30A9,id,Gene
CEP295,id,Gene
WIPI2,id,Gene
SIAH1,id,Gene
POLR3K,id,Gene
ZNF407,id,Gene
SNF8,id,Gene
CLDN11,id,Gene
RYR3,id,Gene
OTUD7A,id,Gene
DHPS,id,Gene
GEMIN5,id,Gene
PRMT7,id,Gene
FAR1,id,Gene
GORAB,id,Gene
PMPCA,id,Gene
LEMD3,id,Gene
MRAS,id,Gene
RNASET2,id,Gene
ORC6,id,Gene
SMS,id,Gene
SCNM1,id,Gene
POLR1B,id,Gene
POLR1C,id,Gene
ATAD3A,id,Gene
ASXL2,id,Gene
NUP62,id,Gene
NUP54,id,Gene
NCDN,id,Gene
OXR1,id,Gene
EIF3F,id,Gene
AMFR,id,Gene
VPS4A,id,Gene
ARF1,id,Gene
MED27,id,Gene
MYO9A,id,Gene
RTTN,id,Gene
RAB3GAP2,id,Gene
TSPAN7,id,Gene
FREM1,id,Gene
TUBB4A,id,Gene
LRRC32,id,Gene
TPRN,id,Gene
CCDC174,id,Gene
EMC1,id,Gene
MORC2,id,Gene
PIK3R1,id,Gene
NARS1,id,Gene
BRWD3,id,Gene
NEMF,id,Gene
CRAT,id,Gene
REPS1,id,Gene
EIF4A3,id,Gene
PIGM,id,Gene
GMNN,id,Gene
INTU,id,Gene
SPEG,id,Gene
FIBP,id,Gene
BMPR1B,id,Gene
SEC23A,id,Gene
TENT5A,id,Gene
XYLT1,id,Gene
OSGEP,id,Gene
FRA16E,id,Gene
TP53RK,id,Gene
DYNC1H1,id,Gene
UNC80,id,Gene
NFE2L2,id,Gene
TWIST1,id,Gene
ATP6V1E1,id,Gene
SFXN4,id,Gene
CNOT2,id,Gene
PHF8,id,Gene
GPT2,id,Gene
CSTF2,id,Gene
NT5C2,id,Gene
CRADD,id,Gene
ARHGEF2,id,Gene
KIF1A,id,Gene
MFF,id,Gene
CNTNAP1,id,Gene
ARFGEF2,id,Gene
CACNA2D2,id,Gene
UGP2,id,Gene
ADAM22,id,Gene
TARS2,id,Gene
RARS1,id,Gene
NDUFC2,id,Gene
NDUFA13,id,Gene
SLC25A12,id,Gene
AGTPBP1,id,Gene
IREB2,id,Gene
RAB11B,id,Gene
SERPINI1,id,Gene
KIF1C,id,Gene
CHRNE,id,Gene
PLD3,id,Gene
MAG,id,Gene
GJC2,id,Gene
SNAP25,id,Gene
NUTM2B-AS1,id,Gene
CSTB,id,Gene
TTBK2,id,Gene
ELOVL1,id,Gene
REEP2,id,Gene
TGM6,id,Gene
NKX6-2,id,Gene
PRDX3,id,Gene
ATP8A2,id,Gene
CLN3,id,Gene
PEX10,id,Gene
PDE8B,id,Gene
TECPR2,id,Gene
DDHD2,id,Gene
ATG5,id,Gene
SNAPC4,id,Gene
BEAN1,id,Gene
MYORG,id,Gene
ATCAY,id,Gene
FLRT3,id,Gene
NDNF,id,Gene
FEZF1,id,Gene
IL17RD,id,Gene
SOX10,id,Gene
CCDC141,id,Gene
PRICKLE1,id,Gene
HPCA,id,Gene
SLC9A1,id,Gene
RNF170,id,Gene
EIF2B3,id,Gene
EIF2B4,id,Gene
EIF2B2,id,Gene
NDUFA9,id,Gene
RNU12,id,Gene
NPC1,id,Gene
MECR,id,Gene
ZFHX3,id,Gene
SYT2,id,Gene
HYCC1,id,Gene
ERBB3,id,Gene
EEF2,id,Gene
PDE10A,id,Gene
STAC3,id,Gene
PDYN,id,Gene
THAP1,id,Gene
SACS,id,Gene
SLC18A2,id,Gene
ADPRS,id,Gene
FBXO7,id,Gene
ANO10,id,Gene
ELOVL5,id,Gene
MPL,id,Gene
THPO,id,Gene
FLRT1,id,Gene
KLC2,id,Gene
MTRFR,id,Gene
PCNA,id,Gene
ZNF592,id,Gene
VPS13D,id,Gene
CAPN1,id,Gene
TRIM37,id,Gene
ABHD12,id,Gene
TDP1,id,Gene
ACTB,id,Gene
IFRD1,id,Gene
KCND3,id,Gene
KCNC3,id,Gene
PLEKHG4,id,Gene
ERLIN1,id,Gene
ATP2B3,id,Gene
HPRT1,id,Gene
SYT14,id,Gene
GBA2,id,Gene
VWA3B,id,Gene
OPA3,id,Gene
SH3TC2,id,Gene
GBF1,id,Gene
ATL1,id,Gene
MARS2,id,Gene
CA8,id,Gene
EPRS1,id,Gene
THG1L,id,Gene
COLQ,id,Gene
CLN5,id,Gene
GAN,id,Gene
CTC1,id,Gene
FAT2,id,Gene
ADARB1,id,Gene
VPS11,id,Gene
UFM1,id,Gene
LIPT2,id,Gene
ARFGEF1,id,Gene
GSX2,id,Gene
ABHD16A,id,Gene
WDR37,id,Gene
CLIC2,id,Gene
BCAS3,id,Gene
KIF5C,id,Gene
ISCA2,id,Gene
RALGAPA1,id,Gene
MINPP1,id,Gene
MCOLN1,id,Gene
PIGN,id,Gene
MACF1,id,Gene
INTS8,id,Gene
ERLIN2,id,Gene
NCAPG2,id,Gene
STRADA,id,Gene
PLK4,id,Gene
KCTD7,id,Gene
EXOSC5,id,Gene
RHOBTB2,id,Gene
AIMP2,id,Gene
GET4,id,Gene
USP27X,id,Gene
ATN1,id,Gene
PIGF,id,Gene
MAST1,id,Gene
CACNA1E,id,Gene
CPAP,id,Gene
POT1,id,Gene
NSRP1,id,Gene
DOCK3,id,Gene
VPS41,id,Gene
SLC35B2,id,Gene
UFSP2,id,Gene
PPFIBP1,id,Gene
UBE3B,id,Gene
IRF2BPL,id,Gene
C2CD3,id,Gene
SERAC1,id,Gene
AIMP1,id,Gene
DOHH,id,Gene
DPH5,id,Gene
PSMC1,id,Gene
FRMD4A,id,Gene
HNRNPH1,id,Gene
VARS1,id,Gene
TUBA8,id,Gene
TUBB2A,id,Gene
CDC42,id,Gene
EXOSC3,id,Gene
PMPCB,id,Gene
RAB5IF,id,Gene
RAB18,id,Gene
WDR45B,id,Gene
MRPL12,id,Gene
TRAPPC6B,id,Gene
CCDC88A,id,Gene
SHQ1,id,Gene
KCNH1,id,Gene
SPTBN4,id,Gene
SELENON,id,Gene
RIN2,id,Gene
GHR,id,Gene
STAT5B,id,Gene
MDM2,id,Gene
CTNND2,id,Gene
SEMA5A,id,Gene
CHRNB1,id,Gene
ORC4,id,Gene
POC1A,id,Gene
SERPINH1,id,Gene
MYH3,id,Gene
TBXAS1,id,Gene
ALDH3A2,id,Gene
DAB1,id,Gene
PAX6,id,Gene
EYA1,id,Gene
PAX1,id,Gene
GDF5,id,Gene
CXCR4,id,Gene
TFAP2A,id,Gene
PNKD,id,Gene
SIGMAR1,id,Gene
ELOVL4,id,Gene
RRAS2,id,Gene
LZTR1,id,Gene
RIT1,id,Gene
RRAS,id,Gene
SPRED2,id,Gene
SOS1,id,Gene
SOS2,id,Gene
PTPN11,id,Gene
RASA2,id,Gene
IL12B,id,Gene
MLX,id,Gene
SEPTIN9,id,Gene
CKAP2L,id,Gene
ADAMTSL2,id,Gene
ADAMTS2,id,Gene
ACTG1,id,Gene
COL1A2,id,Gene
COL1A1,id,Gene
L2HGDH,id,Gene
CYLD,id,Gene
CFHR3,id,Gene
CFHR1,id,Gene
ADGRG1,id,Gene
SAT1,id,Gene
PI4KA,id,Gene
GJB1,id,Gene
PRPS1,id,Gene
UBB,id,Gene
GRHL3,id,Gene
CHSY1,id,Gene
MTO1,id,Gene
ZNF148,id,Gene
CAD,id,Gene
GPR88,id,Gene
AP4M1,id,Gene
AP4S1,id,Gene
AP4E1,id,Gene
GNPTAB,id,Gene
SEC31A,id,Gene
GNAI3,id,Gene
TRPS1,id,Gene
SUZ12,id,Gene
SCYL1,id,Gene
AXIN1,id,Gene
EXT1,id,Gene
SHOX,id,Gene
MBTPS1,id,Gene
IHH,id,Gene
BGN,id,Gene
TRIP11,id,Gene
EXOC6B,id,Gene
HOXA13,id,Gene
CBFB,id,Gene
MATN3,id,Gene
PRG4,id,Gene
MAFB,id,Gene
MYL11,id,Gene
CADM3,id,Gene
ADGRG6,id,Gene
MAP3K7,id,Gene
MMP2,id,Gene
DDR2,id,Gene
FBN2,id,Gene
ERCC1,id,Gene
PRKACB,id,Gene
GLI1,id,Gene
EVC,id,Gene
DYNC2LI1,id,Gene
EVC2,id,Gene
ATP7A,id,Gene
BPNT2,id,Gene
MMP14,id,Gene
COMP,id,Gene
FLNB,id,Gene
GALNS,id,Gene
TNNT3,id,Gene
TNNI2,id,Gene
PAX3,id,Gene
IDH2,id,Gene
IDH1,id,Gene
SLC10A7,id,Gene
NANS,id,Gene
SLC35D1,id,Gene
CANT1,id,Gene
SLC34A2,id,Gene
ROR2,id,Gene
BHLHA9,id,Gene
MACROH2A1,id,Gene
PITX1,id,Gene
KIF22,id,Gene
WNT7A,id,Gene
NOG,id,Gene
COL27A1,id,Gene
SALL4,id,Gene
RBM8A,id,Gene
HOXD13,id,Gene
AEBP1,id,Gene
EFEMP1,id,Gene
SLC39A13,id,Gene
PLOD3,id,Gene
ITPR3,id,Gene
ADCY6,id,Gene
DCAF8,id,Gene
ABCA1,id,Gene
GARS1,id,Gene
RAB7A,id,Gene
GDAP1,id,Gene
JPH1,id,Gene
NDRG1,id,Gene
LRSAM1,id,Gene
IGHMBP2,id,Gene
SLC5A7,id,Gene
SLC25A21,id,Gene
ATL3,id,Gene
SPTLC2,id,Gene
CCT5,id,Gene
MTMR2,id,Gene
KIF1B,id,Gene
COL13A1,id,Gene
CHAT,id,Gene
AGRN,id,Gene
SLC18A3,id,Gene
CHP1,id,Gene
LITAF,id,Gene
HSPB8,id,Gene
GNB4,id,Gene
CEP126,id,Gene
HSPB3,id,Gene
SLC5A6,id,Gene
DNAJB2,id,Gene
KIF5A,id,Gene
FGD4,id,Gene
TRIM2,id,Gene
KLHL9,id,Gene
ADAMTS15,id,Gene
SLC52A3,id,Gene
MYBPC1,id,Gene
MYH2,id,Gene
ZFTA,id,Gene
FLVCR1,id,Gene
LAMB2,id,Gene
GTPBP2,id,Gene
MAP3K20,id,Gene
DHH,id,Gene
VWA1,id,Gene
COQ7,id,Gene
SMPX,id,Gene
SORD,id,Gene
SBF1,id,Gene
VHL,id,Gene
CCND1,id,Gene
EMILIN1,id,Gene
DDHD1,id,Gene
SCN11A,id,Gene
RETREG1,id,Gene
COX6A1,id,Gene
RIPPLY2,id,Gene
MESP2,id,Gene
DLL3,id,Gene
ORC1,id,Gene
LYSET,id,Gene
SIX6,id,Gene
TBX6,id,Gene
PAICS,id,Gene
H3-3B,id,Gene
TRAPPC2,id,Gene
DDRGK1,id,Gene
OBSL1,id,Gene
ABCC9,id,Gene
COL11A2,id,Gene
ACAN,id,Gene
COL10A1,id,Gene
LTBP1,id,Gene
ADAMTS10,id,Gene
GNPNAT1,id,Gene
PRKG2,id,Gene
SLC26A2,id,Gene
GSC,id,Gene
CLCF1,id,Gene
CHST11,id,Gene
ALX3,id,Gene
RET,id,Gene
CUL7,id,Gene
CCDC8,id,Gene
WNK1,id,Gene
GNPTG,id,Gene
POP1,id,Gene
ARSK,id,Gene
PUS1,id,Gene
RAB3GAP1,id,Gene
COLEC10,id,Gene
MASP1,id,Gene
COLEC11,id,Gene
RAB33B,id,Gene
ECEL1,id,Gene
MMP13,id,Gene
LTBP3,id,Gene
EIF2AK4,id,Gene
TAP2,id,Gene
SLC11A2,id,Gene
SLC25A38,id,Gene
DSG2,id,Gene
STK11,id,Gene
MAD1L1,id,Gene
COX15,id,Gene
CIDEC,id,Gene
SLC40A1,id,Gene
LDLR,id,Gene
PCSK9,id,Gene
LDLRAP1,id,Gene
PPARG,id,Gene
AKT2,id,Gene
PLIN1,id,Gene
CYP7A1,id,Gene
CYP19A1,id,Gene
PCK2,id,Gene
FOS,id,Gene
TOMM7,id,Gene
SHARPIN,id,Gene
PEX26,id,Gene
PEX3,id,Gene
PEX11B,id,Gene
KHK,id,Gene
COX6A2,id,Gene
MIPEP,id,Gene
GYS1,id,Gene
COQ9,id,Gene
PDSS2,id,Gene
TMEM53,id,Gene
KCNJ8,id,Gene
P3H1,id,Gene
CREB3L1,id,Gene
BMP1,id,Gene
LAMA5,id,Gene
IFITM5,id,Gene
COL9A1,id,Gene
COL9A2,id,Gene
GPX4,id,Gene
PLOD1,id,Gene
CCN2,id,Gene
SFRP4,id,Gene
PAPSS2,id,Gene
KDELR2,id,Gene
RPL13,id,Gene
PPIB,id,Gene
RUNX2,id,Gene
MIA3,id,Gene
WNT1,id,Gene
RMP64,id,Gene
DHX37,id,Gene
PAM16,id,Gene
PHLDB1,id,Gene
INPPL1,id,Gene
PLCB3,id,Gene
LFNG,id,Gene
NEK9,id,Gene
GDF3,id,Gene
SPRTN,id,Gene
CHRND,id,Gene
RAPSN,id,Gene
AK9,id,Gene
IGBP1,id,Gene
CHRNG,id,Gene
MYO18B,id,Gene
ROBO3,id,Gene
HYAL1,id,Gene
DHODH,id,Gene
GDF11,id,Gene
GZF1,id,Gene
CHST14,id,Gene
DSE,id,Gene
ARSL,id,Gene
NADSYN1,id,Gene
DNAL4,id,Gene
NTN1,id,Gene
DKK1,id,Gene
CHD4,id,Gene
IL1RN,id,Gene
MEOX1,id,Gene
CHN1,id,Gene
PLA2G4A,id,Gene
MTHFD1,id,Gene
SSR4,id,Gene
ALG3,id,Gene
RFT1,id,Gene
ALG1,id,Gene
BCO1,id,Gene
GALM,id,Gene
TJP2,id,Gene
CAMLG,id,Gene
STT3B,id,Gene
EDEM3,id,Gene
GUCY2C,id,Gene
CBLIF,id,Gene
REL,id,Gene
TPP2,id,Gene
IL2RB,id,Gene
TNFRSF9,id,Gene
CD27,id,Gene
TRAC,id,Gene
IKZF3,id,Gene
STK4,id,Gene
CTPS1,id,Gene
TAFAZZIN,id,Gene
WRAP53,id,Gene
TYMS,id,Gene
CD40LG,id,Gene
MECOM,id,Gene
TFRC,id,Gene
LAMTOR2,id,Gene
CD40,id,Gene
AP3D1,id,Gene
SLC30A7,id,Gene
HSCB,id,Gene
SMARCD2,id,Gene
JAGN1,id,Gene
FNIP1,id,Gene
SLC39A7,id,Gene
SPI1,id,Gene
LRRC8A,id,Gene
TBX21,id,Gene
SREBF1,id,Gene
STAT6,id,Gene
RTEL1,id,Gene
ACD,id,Gene
PARN,id,Gene
IRF1,id,Gene
MYSM1,id,Gene
RPS14,id,Gene
BLOC1S6,id,Gene
DDX41,id,Gene
NAE1,id,Gene
VPS45,id,Gene
AK2,id,Gene
PML,id,Gene
RARA,id,Gene
FIP1L1,id,Gene
NPM1,id,Gene
NABP1,id,Gene
NUMA1,id,Gene
ZBTB16,id,Gene
C1GALT1C1,id,Gene
FCGR2A,id,Gene
ICOSLG,id,Gene
FCHO1,id,Gene
CTNNBL1,id,Gene
GINS1,id,Gene
NHEJ1,id,Gene
CD247,id,Gene
MSN,id,Gene
IL7,id,Gene
RPA1,id,Gene
NAF1,id,Gene
SRP19,id,Gene
GFI1,id,Gene
NUTM1,id,Gene
NLRP3,id,Gene
IL37,id,Gene
SF3B1,id,Gene
TNFRSF1A,id,Gene
ARPC5,id,Gene
ANKRD26,id,Gene
CTRC,id,Gene
PRSS1,id,Gene
PRSS2,id,Gene
SPINK1,id,Gene
CPA1,id,Gene
FERMT3,id,Gene
LACC1,id,Gene
NLRP12,id,Gene
OAS1,id,Gene
SH2B3,id,Gene
WIPF1,id,Gene
CD79A,id,Gene
IGLL1,id,Gene
BLNK,id,Gene
CD79B,id,Gene
CD3G,id,Gene
CD3D,id,Gene
SPPL2A,id,Gene
ZAP70,id,Gene
JAK3,id,Gene
MCM10,id,Gene
RELB,id,Gene
PTPRC,id,Gene
KLHDC8B,id,Gene
TNFRSF1B,id,Gene
CHIC2,id,Gene
LPP,id,Gene
PICALM,id,Gene
MLLT10,id,Gene
FLT3,id,Gene
CEBPA,id,Gene
ETV6,id,Gene
SH3GL1,id,Gene
MBD4,id,Gene
TCF3,id,Gene
NCF2,id,Gene
IGHM,id,Gene
ITGB2,id,Gene
CYBA,id,Gene
RAC2,id,Gene
RNF31,id,Gene
MAP3K14,id,Gene
SYK,id,Gene
PSMB10,id,Gene
NCKAP1L,id,Gene
CD8A,id,Gene
ABL1,id,Gene
KIT,id,Gene
TAL1,id,Gene
TAL2,id,Gene
BAX,id,Gene
HAX1,id,Gene
DUT,id,Gene
ELF4,id,Gene
G6PC3,id,Gene
IL10RA,id,Gene
IL10RB,id,Gene
POLD3,id,Gene
POMP,id,Gene
ARHGEF1,id,Gene
IL21,id,Gene
SH2D1A,id,Gene
GPI,id,Gene
RAB27A,id,Gene
HAVCR2,id,Gene
PRKDC,id,Gene
ARHGAP26,id,Gene
CARD11,id,Gene
F13B,id,Gene
F13A1,id,Gene
WDR1,id,Gene
MYD88,id,Gene
PSTPIP1,id,Gene
ZNF341,id,Gene
PTPN6,id,Gene
