~from,~id,association_type:String,data_source:String,source:String,~to,~label
TXNRD2,gene_disease_7767,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:361,GeneToDiseaseAssociation
RELN,gene_disease_7768,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:101046,GeneToDiseaseAssociation
LGI1,gene_disease_7769,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:101046,GeneToDiseaseAssociation
DEPDC5,gene_disease_7770,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:101046,GeneToDiseaseAssociation
FOXG1,gene_disease_7771,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:598164,GeneToDiseaseAssociation
CFH,gene_disease_7772,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:329903,GeneToDiseaseAssociation
DGKE,gene_disease_7773,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:329903,GeneToDiseaseAssociation
DYSF,gene_disease_7774,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:199329,GeneToDiseaseAssociation
PDGFRB,gene_disease_7775,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:477831,GeneToDiseaseAssociation
ALX4,gene_disease_7776,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:228390,GeneToDiseaseAssociation
KCNA1,gene_disease_7777,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:199326,GeneToDiseaseAssociation
DYSF,gene_disease_7778,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:178400,GeneToDiseaseAssociation
ELF4,gene_disease_7779,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:676125,GeneToDiseaseAssociation
COL3A1,gene_disease_7780,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:636941,GeneToDiseaseAssociation
FGA,gene_disease_7781,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:101041,GeneToDiseaseAssociation
FGB,gene_disease_7782,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:101041,GeneToDiseaseAssociation
FGG,gene_disease_7783,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:101041,GeneToDiseaseAssociation
TYR,gene_disease_7784,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:79431,GeneToDiseaseAssociation
CTNNB1,gene_disease_7785,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:689430,GeneToDiseaseAssociation
LMNB1,gene_disease_7786,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:99027,GeneToDiseaseAssociation
MC1R,gene_disease_7787,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:79432,GeneToDiseaseAssociation
OCA2,gene_disease_7788,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:79432,GeneToDiseaseAssociation
CLCNKB,gene_disease_7789,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:358,GeneToDiseaseAssociation
SLC12A3,gene_disease_7790,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:358,GeneToDiseaseAssociation
TYRP1,gene_disease_7791,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:79433,GeneToDiseaseAssociation
TYR,gene_disease_7792,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:79434,GeneToDiseaseAssociation
PROP1,gene_disease_7793,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:90695,GeneToDiseaseAssociation
SOX3,gene_disease_7794,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:90695,GeneToDiseaseAssociation
SLC45A2,gene_disease_7795,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:79435,GeneToDiseaseAssociation
PLAU,gene_disease_7796,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:220436,GeneToDiseaseAssociation
ACTA1,gene_disease_7797,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:97240,GeneToDiseaseAssociation
IGF1R,gene_disease_7798,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:73273,GeneToDiseaseAssociation
DSG1,gene_disease_7799,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:369999,GeneToDiseaseAssociation
CLN5,gene_disease_7800,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:228360,GeneToDiseaseAssociation
ASL,gene_disease_7801,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:23,GeneToDiseaseAssociation
IGF1,gene_disease_7802,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:73272,GeneToDiseaseAssociation
FH,gene_disease_7803,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:24,GeneToDiseaseAssociation
LCK,gene_disease_7804,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:280142,GeneToDiseaseAssociation
GCDH,gene_disease_7805,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:25,GeneToDiseaseAssociation
KRT10,gene_disease_7806,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:312,GeneToDiseaseAssociation
KRT1,gene_disease_7807,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:312,GeneToDiseaseAssociation
PCDH19,gene_disease_7808,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:101039,GeneToDiseaseAssociation
CLN6,gene_disease_7809,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:228363,GeneToDiseaseAssociation
SELENON,gene_disease_7810,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:97244,GeneToDiseaseAssociation
ACTA1,gene_disease_7811,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:97244,GeneToDiseaseAssociation
HMGCL,gene_disease_7812,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:20,GeneToDiseaseAssociation
DNM1L,gene_disease_7813,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:330050,GeneToDiseaseAssociation
MFSD8,gene_disease_7814,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:228366,GeneToDiseaseAssociation
ALDH5A1,gene_disease_7815,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:22,GeneToDiseaseAssociation
TAPT1,gene_disease_7816,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:457378,GeneToDiseaseAssociation
MVK,gene_disease_7817,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:29,GeneToDiseaseAssociation
CPAMD8,gene_disease_7818,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:519388,GeneToDiseaseAssociation
ITPA,gene_disease_7819,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:457375,GeneToDiseaseAssociation
ROR2,gene_disease_7820,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:572385,GeneToDiseaseAssociation
EFHC1,gene_disease_7821,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:307,GeneToDiseaseAssociation
GABRD,gene_disease_7822,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:307,GeneToDiseaseAssociation
CLCN2,gene_disease_7823,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:307,GeneToDiseaseAssociation
GABRA1,gene_disease_7824,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:307,GeneToDiseaseAssociation
KCNQ3,gene_disease_7825,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:307,GeneToDiseaseAssociation
CILK1,gene_disease_7826,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:307,GeneToDiseaseAssociation
JRK,gene_disease_7827,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:307,GeneToDiseaseAssociation
CACNB4,gene_disease_7828,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:307,GeneToDiseaseAssociation
DSP,gene_disease_7829,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:369992,GeneToDiseaseAssociation
DSG1,gene_disease_7830,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:369992,GeneToDiseaseAssociation
SCN8A,gene_disease_7831,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:306,GeneToDiseaseAssociation
SCN2A,gene_disease_7832,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:306,GeneToDiseaseAssociation
PRRT2,gene_disease_7833,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:306,GeneToDiseaseAssociation
KCNQ2,gene_disease_7834,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:306,GeneToDiseaseAssociation
KCNQ3,gene_disease_7835,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:306,GeneToDiseaseAssociation
GHR,gene_disease_7836,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:314802,GeneToDiseaseAssociation
GFER,gene_disease_7837,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:330054,GeneToDiseaseAssociation
PGAM2,gene_disease_7838,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:97234,GeneToDiseaseAssociation
HLA-DRB1,gene_disease_7839,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:220407,GeneToDiseaseAssociation
PRICKLE1,gene_disease_7840,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:308,GeneToDiseaseAssociation
CSTB,gene_disease_7841,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:308,GeneToDiseaseAssociation
SCARB2,gene_disease_7842,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:308,GeneToDiseaseAssociation
CCR6,gene_disease_7843,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:220402,GeneToDiseaseAssociation
KIAA0319L,gene_disease_7844,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:220402,GeneToDiseaseAssociation
CCN2,gene_disease_7845,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:220402,GeneToDiseaseAssociation
IRF5,gene_disease_7846,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:220402,GeneToDiseaseAssociation
CAV1,gene_disease_7847,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:220402,GeneToDiseaseAssociation
HLA-DRB1,gene_disease_7848,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:220402,GeneToDiseaseAssociation
TMC6,gene_disease_7849,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:302,GeneToDiseaseAssociation
IL7,gene_disease_7850,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:302,GeneToDiseaseAssociation
TMC8,gene_disease_7851,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:302,GeneToDiseaseAssociation
CIB1,gene_disease_7852,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:302,GeneToDiseaseAssociation
IFNGR1,gene_disease_7853,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:99898,GeneToDiseaseAssociation
FHL1,gene_disease_7854,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:97239,GeneToDiseaseAssociation
CENPF,gene_disease_7855,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:444069,GeneToDiseaseAssociation
DAG1,gene_disease_7856,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:370997,GeneToDiseaseAssociation
CAV3,gene_disease_7857,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:97238,GeneToDiseaseAssociation
PCCA,gene_disease_7858,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:35,GeneToDiseaseAssociation
PCCB,gene_disease_7859,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:35,GeneToDiseaseAssociation
DPYSL2,gene_disease_7860,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:178469,GeneToDiseaseAssociation
DLL1,gene_disease_7861,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:178469,GeneToDiseaseAssociation
NBEA,gene_disease_7862,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:178469,GeneToDiseaseAssociation
YWHAZ,gene_disease_7863,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:178469,GeneToDiseaseAssociation
ARF3,gene_disease_7864,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:178469,GeneToDiseaseAssociation
ITSN1,gene_disease_7865,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:178469,GeneToDiseaseAssociation
CUX1,gene_disease_7866,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:178469,GeneToDiseaseAssociation
KIRREL3,gene_disease_7867,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:178469,GeneToDiseaseAssociation
CACNA1I,gene_disease_7868,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:178469,GeneToDiseaseAssociation
GRIN1,gene_disease_7869,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:178469,GeneToDiseaseAssociation
DOCK8,gene_disease_7870,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:178469,GeneToDiseaseAssociation
HIVEP2,gene_disease_7871,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:178469,GeneToDiseaseAssociation
EEF1A2,gene_disease_7872,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:178469,GeneToDiseaseAssociation
CHAMP1,gene_disease_7873,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:178469,GeneToDiseaseAssociation
GABBR1,gene_disease_7874,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:178469,GeneToDiseaseAssociation
TAOK1,gene_disease_7875,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:178469,GeneToDiseaseAssociation
KDM5B,gene_disease_7876,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:178469,GeneToDiseaseAssociation
SET,gene_disease_7877,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:178469,GeneToDiseaseAssociation
SEMA6B,gene_disease_7878,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:178469,GeneToDiseaseAssociation
GRIN2B,gene_disease_7879,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:178469,GeneToDiseaseAssociation
KCNQ2,gene_disease_7880,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:178469,GeneToDiseaseAssociation
CLTC,gene_disease_7881,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:178469,GeneToDiseaseAssociation
KCNQ5,gene_disease_7882,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:178469,GeneToDiseaseAssociation
BRSK2,gene_disease_7883,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:178469,GeneToDiseaseAssociation
CAMK2A,gene_disease_7884,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:178469,GeneToDiseaseAssociation
TCF4,gene_disease_7885,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:178469,GeneToDiseaseAssociation
PRICKLE2,gene_disease_7886,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:178469,GeneToDiseaseAssociation
CSNK2B,gene_disease_7887,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:178469,GeneToDiseaseAssociation
DEAF1,gene_disease_7888,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:178469,GeneToDiseaseAssociation
EPB41L1,gene_disease_7889,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:178469,GeneToDiseaseAssociation
MBD5,gene_disease_7890,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:178469,GeneToDiseaseAssociation
CIC,gene_disease_7891,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:178469,GeneToDiseaseAssociation
CTNND2,gene_disease_7892,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:178469,GeneToDiseaseAssociation
CDH15,gene_disease_7893,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:178469,GeneToDiseaseAssociation
DYNC1H1,gene_disease_7894,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:178469,GeneToDiseaseAssociation
CACNG2,gene_disease_7895,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:178469,GeneToDiseaseAssociation
GRIA1,gene_disease_7896,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:178469,GeneToDiseaseAssociation
SCN8A,gene_disease_7897,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:178469,GeneToDiseaseAssociation
RAB11A,gene_disease_7898,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:178469,GeneToDiseaseAssociation
CAMK2B,gene_disease_7899,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:178469,GeneToDiseaseAssociation
MED12L,gene_disease_7900,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:178469,GeneToDiseaseAssociation
ERBB4,gene_disease_7901,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:178469,GeneToDiseaseAssociation
SETD1B,gene_disease_7902,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:178469,GeneToDiseaseAssociation
KIF1A,gene_disease_7903,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:178469,GeneToDiseaseAssociation
TRPM3,gene_disease_7904,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:178469,GeneToDiseaseAssociation
SLC6A1,gene_disease_7905,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:178469,GeneToDiseaseAssociation
PPP3CA,gene_disease_7906,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:178469,GeneToDiseaseAssociation
ASH1L,gene_disease_7907,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:178469,GeneToDiseaseAssociation
GLI3,gene_disease_7908,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:36,GeneToDiseaseAssociation
KIF7,gene_disease_7909,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:36,GeneToDiseaseAssociation
TALDO1,gene_disease_7910,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:101028,GeneToDiseaseAssociation
AFF4,gene_disease_7911,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:444077,GeneToDiseaseAssociation
NEFL,gene_disease_7912,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:228374,GeneToDiseaseAssociation
HSD17B4,gene_disease_7913,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:300,GeneToDiseaseAssociation
EHHADH,gene_disease_7914,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:300,GeneToDiseaseAssociation
SLC39A4,gene_disease_7915,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:37,GeneToDiseaseAssociation
UMPS,gene_disease_7916,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:30,GeneToDiseaseAssociation
OGDH,gene_disease_7917,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:31,GeneToDiseaseAssociation
UBB,gene_disease_7918,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:101023,GeneToDiseaseAssociation
GRHL3,gene_disease_7919,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:101023,GeneToDiseaseAssociation
BRF1,gene_disease_7920,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:444072,GeneToDiseaseAssociation
IVD,gene_disease_7921,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:33,GeneToDiseaseAssociation
TTN,gene_disease_7922,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:178464,GeneToDiseaseAssociation
FHL1,gene_disease_7923,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:178461,GeneToDiseaseAssociation
SIM1,gene_disease_7924,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:171829,GeneToDiseaseAssociation
KCNJ11,gene_disease_7925,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:99885,GeneToDiseaseAssociation
STAT3,gene_disease_7926,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:99885,GeneToDiseaseAssociation
GCK,gene_disease_7927,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:99885,GeneToDiseaseAssociation
PDX1,gene_disease_7928,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:99885,GeneToDiseaseAssociation
ABCC8,gene_disease_7929,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:99885,GeneToDiseaseAssociation
INS,gene_disease_7930,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:99885,GeneToDiseaseAssociation
KCNJ11,gene_disease_7931,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:99886,GeneToDiseaseAssociation
ZFP57,gene_disease_7932,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:99886,GeneToDiseaseAssociation
HYMAI,gene_disease_7933,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:99886,GeneToDiseaseAssociation
ABCC8,gene_disease_7934,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:99886,GeneToDiseaseAssociation
PLAGL1,gene_disease_7935,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:99886,GeneToDiseaseAssociation
GATA1,gene_disease_7936,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:99887,GeneToDiseaseAssociation
MRPS22,gene_disease_7937,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:137908,GeneToDiseaseAssociation
CBLIF,gene_disease_7938,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:332,GeneToDiseaseAssociation
F13B,gene_disease_7939,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:331,GeneToDiseaseAssociation
F13A1,gene_disease_7940,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:331,GeneToDiseaseAssociation
CALM1,gene_disease_7941,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:101016,GeneToDiseaseAssociation
KCNE1,gene_disease_7942,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:101016,GeneToDiseaseAssociation
KCNJ5,gene_disease_7943,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:101016,GeneToDiseaseAssociation
CALM2,gene_disease_7944,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:101016,GeneToDiseaseAssociation
TBX5,gene_disease_7945,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:101016,GeneToDiseaseAssociation
SCN10A,gene_disease_7946,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:101016,GeneToDiseaseAssociation
KCNH2,gene_disease_7947,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:101016,GeneToDiseaseAssociation
KCNE2,gene_disease_7948,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:101016,GeneToDiseaseAssociation
AKAP9,gene_disease_7949,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:101016,GeneToDiseaseAssociation
NOS1AP,gene_disease_7950,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:101016,GeneToDiseaseAssociation
CACNA1C,gene_disease_7951,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:101016,GeneToDiseaseAssociation
KCNQ1,gene_disease_7952,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:101016,GeneToDiseaseAssociation
TRDN,gene_disease_7953,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:101016,GeneToDiseaseAssociation
SCN5A,gene_disease_7954,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:101016,GeneToDiseaseAssociation
SCN4B,gene_disease_7955,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:101016,GeneToDiseaseAssociation
CALM3,gene_disease_7956,UNKNOWN,hpo,http://www.orphadata.org/data/xml/en_product6.xml,ORPHA:101016,GeneToDiseaseAssociation
